idade,renda,tipo_moradia,tempo_emprego,finalidade_emp,score_emp,valor_emp,tx_jr_emp,perc_comp_renda,hist_inad,hist_credito,inad
26,161000,ALUGADA,10.0,LAZER,A,30000,7.9,0.19,N,4,0
22,160000,FINANCIADA,0.0,SAUDE,B,35000,10.65,0.22,N,4,0
25,225000,ALUGADA,5.0,LAZER,B,25000,11.86,0.11,N,4,0
25,16400,PROPRIA,1.0,PESSOAL,A,5000,8.94,0.3,N,4,1
23,16500,PROPRIA,6.0,LAZER,B,4375,9.63,0.27,N,4,1
25,49500,ALUGADA,6.0,PESSOAL,C,24750,14.22,0.5,N,3,1
23,60000,ALUGADA,4.0,RENEGOCIACAO,B,24750,9.33,0.41,N,3,1
24,84200,ALUGADA,8.0,SAUDE,C,24500,13.85,0.29,N,4,0
22,16800,FINANCIADA,5.0,EDUCACAO,B,2000,10.65,0.12,N,2,0
24,92000,ALUGADA,8.0,SAUDE,B,24500,11.46,0.27,N,4,0
23,160000,FINANCIADA,5.0,PESSOAL,A,35000,7.66,0.22,N,2,0
24,160000,FINANCIADA,9.0,LAZER,E,12000,16.77,0.07,N,4,0
25,160000,FINANCIADA,1.0,PESSOAL,B,12000,9.63,0.07,N,4,0
26,160000,ALUGADA,6.0,PESSOAL,C,25000,12.23,0.16,S,4,0
25,125800,FINANCIADA,0.0,SAUDE,D,10000,14.09,0.07,N,4,1
25,54000,ALUGADA,2.0,PESSOAL,C,24250,13.98,0.45,N,4,1
23,62500,ALUGADA,1.0,EDUCACAO,B,24250,10.62,0.39,N,4,1
25,68400,ALUGADA,9.0,PESSOAL,E,24250,17.56,0.35,N,4,1
26,56045,ALUGADA,1.0,SAUDE,D,24250,14.96,0.37,N,2,1
22,74000,ALUGADA,7.0,RENEGOCIACAO,D,24250,15.65,0.33,S,2,1
24,65453,ALUGADA,9.0,SAUDE,D,24250,15.7,0.31,N,2,1
24,89908,ALUGADA,1.0,LAZER,B,24250,12.53,0.27,N,3,0
26,78000,ALUGADA,0.0,REFORMA,E,24250,17.56,0.31,S,3,1
23,100000,ALUGADA,0.0,PESSOAL,C,24250,12.87,0.24,S,2,0
23,103000,ALUGADA,6.0,PESSOAL,D,24250,15.7,0.24,N,2,0
25,160000,PROPRIA,5.0,LAZER,B,15000,11.14,0.09,N,4,0
24,160000,FINANCIADA,3.0,LAZER,D,20000,16.0,0.13,N,3,0
23,160000,FINANCIADA,2.0,EDUCACAO,D,25000,15.65,0.16,S,2,0
21,160000,FINANCIADA,3.0,LAZER,D,15250,15.31,0.1,S,4,0
25,160000,FINANCIADA,3.0,LAZER,C,20000,13.47,0.13,S,2,0
22,16800,FINANCIADA,0.0,REFORMA,C,4750,13.85,0.28,S,2,1
21,16800,FINANCIADA,0.0,LAZER,B,6000,10.39,0.36,N,4,1
25,115200,ALUGADA,0.0,REFORMA,B,24250,11.36,0.21,N,2,0
23,144000,ALUGADA,0.0,EDUCACAO,B,24250,11.83,0.17,N,3,0
23,287000,ALUGADA,3.0,EDUCACAO,B,24250,12.53,0.08,N,3,0
22,108000,ALUGADA,1.0,REFORMA,D,24150,14.96,0.22,S,3,1
22,43000,ALUGADA,7.0,RENEGOCIACAO,C,24000,13.85,0.56,S,3,1
23,47004,ALUGADA,1.0,LAZER,B,24000,11.58,0.51,N,4,1
24,48000,ALUGADA,4.0,LAZER,D,24000,16.29,0.5,S,2,1
21,44964,ALUGADA,2.0,EDUCACAO,D,24000,16.29,0.53,S,2,1
24,47000,ALUGADA,3.0,PESSOAL,F,24000,17.8,0.51,N,2,1
22,17400,FINANCIADA,6.0,LAZER,B,1000,11.36,0.06,N,2,0
22,49000,ALUGADA,2.0,SAUDE,E,24000,17.56,0.49,N,4,1
26,60000,ALUGADA,0.0,PESSOAL,A,24000,7.9,0.4,N,4,1
25,60000,ALUGADA,3.0,PESSOAL,B,24000,10.99,0.4,N,4,1
22,60000,ALUGADA,0.0,PESSOAL,A,24000,7.29,0.4,N,3,1
21,60000,ALUGADA,5.0,SAUDE,B,24000,10.75,0.4,N,2,1
26,62004,ALUGADA,9.0,RENEGOCIACAO,A,24000,7.9,0.39,N,3,1
22,62400,ALUGADA,3.0,EDUCACAO,D,24000,14.84,0.38,N,2,1
23,59000,ALUGADA,5.0,RENEGOCIACAO,E,24000,19.69,0.41,S,2,1
24,60000,ALUGADA,0.0,LAZER,D,24000,14.96,0.4,N,4,1
25,66143,ALUGADA,9.0,EDUCACAO,A,24000,6.99,0.36,N,3,1
22,62250,ALUGADA,3.0,PESSOAL,E,24000,16.45,0.39,S,4,1
24,70000,ALUGADA,8.0,EDUCACAO,B,24000,10.99,0.34,N,4,1
23,74000,ALUGADA,7.0,RENEGOCIACAO,B,24000,10.99,0.32,N,2,1
22,18000,PROPRIA,3.0,PESSOAL,A,3000,7.9,0.17,N,4,1
22,75000,ALUGADA,6.0,EDUCACAO,B,24000,12.69,0.32,N,4,1
24,75000,ALUGADA,9.0,SAUDE,B,24000,10.37,0.32,N,3,1
26,69000,ALUGADA,0.0,RENEGOCIACAO,F,24000,15.83,0.35,N,3,1
23,78000,ALUGADA,4.0,PESSOAL,C,24000,13.92,0.31,N,3,1
24,80000,ALUGADA,2.0,SAUDE,B,24000,10.25,0.3,N,2,0
22,18000,PROPRIA,1.0,REFORMA,A,3500,7.49,0.19,N,4,1
23,18000,PROPRIA,3.0,EDUCACAO,A,4000,5.99,0.22,N,2,1
23,74700,ALUGADA,6.0,PESSOAL,D,24000,12.92,0.32,N,2,1
26,88596,ALUGADA,3.0,PESSOAL,B,24000,11.58,0.27,N,3,0
25,95000,ALUGADA,4.0,EDUCACAO,A,24000,8.9,0.25,N,2,0
22,83000,ALUGADA,6.0,RENEGOCIACAO,E,24000,19.69,0.29,N,3,1
25,95000,ALUGADA,9.0,LAZER,A,24000,6.54,0.25,N,4,0
21,18000,PROPRIA,3.0,REFORMA,D,4900,14.54,0.27,S,4,1
26,100000,ALUGADA,5.0,PESSOAL,C,24000,12.73,0.24,N,4,0
24,110000,ALUGADA,7.0,LAZER,D,24000,15.62,0.22,N,4,0
24,18000,PROPRIA,0.0,REFORMA,A,6250,6.54,0.35,N,4,1
26,103872,ALUGADA,6.0,RENEGOCIACAO,G,24000,20.03,0.23,N,4,1
22,120000,ALUGADA,4.0,EDUCACAO,B,24000,9.91,0.2,N,4,0
24,120000,ALUGADA,1.0,LAZER,B,24000,12.69,0.2,N,4,0
26,108000,ALUGADA,9.0,EDUCACAO,G,24000,20.16,0.22,N,3,1
24,124080,ALUGADA,4.0,PESSOAL,D,24000,16.49,0.19,S,4,0
23,18000,FINANCIADA,1.0,SAUDE,D,2500,15.95,0.14,N,2,1
24,130000,ALUGADA,7.0,RENEGOCIACAO,B,24000,11.49,0.18,N,3,0
25,135000,ALUGADA,8.0,PESSOAL,B,24000,10.99,0.18,N,2,0
24,135000,ALUGADA,4.0,REFORMA,C,24000,13.79,0.18,N,2,0
23,114750,ALUGADA,2.0,SAUDE,G,24000,20.03,0.18,S,3,1
23,150000,ALUGADA,0.0,EDUCACAO,A,24000,7.49,0.16,N,4,0
23,138000,ALUGADA,7.0,RENEGOCIACAO,D,24000,16.0,0.17,S,2,1
24,18000,PROPRIA,6.0,PESSOAL,A,13000,7.88,0.72,N,3,1
21,18000,PROPRIA,0.0,LAZER,B,6250,10.62,0.35,N,4,1
26,155000,ALUGADA,7.0,RENEGOCIACAO,B,24000,10.99,0.15,N,4,0
26,148000,ALUGADA,1.0,EDUCACAO,F,24000,18.3,0.16,N,2,1
21,18000,PROPRIA,1.0,PESSOAL,B,2500,11.36,0.14,N,3,0
23,120000,ALUGADA,4.0,SAUDE,C,23750,13.47,0.2,N,2,0
24,54996,ALUGADA,2.0,PESSOAL,B,23600,11.89,0.43,N,3,1
24,18000,FINANCIADA,0.0,RENEGOCIACAO,B,10000,12.18,0.56,N,2,1
25,102000,ALUGADA,9.0,RENEGOCIACAO,C,23600,13.49,0.23,N,4,0
23,75000,ALUGADA,3.0,PESSOAL,E,23575,14.5,0.31,N,4,1
22,18000,PROPRIA,1.0,SAUDE,D,5400,15.31,0.3,S,2,1
22,66960,ALUGADA,1.0,LAZER,A,23400,7.49,0.35,N,2,1
23,60000,ALUGADA,2.0,LAZER,B,23000,12.18,0.38,N,4,1
24,18000,FINANCIADA,3.0,LAZER,C,1200,11.34,0.07,S,4,0
25,63208,ALUGADA,9.0,EDUCACAO,B,23000,9.91,0.36,N,3,1
24,65000,ALUGADA,0.0,REFORMA,B,23000,11.99,0.35,N,4,1
23,68000,ALUGADA,7.0,EDUCACAO,B,23000,9.62,0.34,N,2,1
22,18000,PROPRIA,1.0,RENEGOCIACAO,B,3000,9.96,0.17,N,3,1
24,88000,ALUGADA,1.0,LAZER,D,23000,14.54,0.26,N,2,1
22,58600,ALUGADA,5.0,SAUDE,B,22750,11.36,0.39,N,4,1
23,70000,ALUGADA,7.0,RENEGOCIACAO,C,22500,14.27,0.32,N,2,1
24,18287,PROPRIA,3.0,REFORMA,B,3000,11.99,0.16,N,3,1
26,69846,ALUGADA,2.0,EDUCACAO,F,22500,18.99,0.32,S,2,1
24,73000,ALUGADA,0.0,LAZER,E,22400,16.7,0.31,S,4,1
24,18500,FINANCIADA,8.0,PESSOAL,A,5000,9.32,0.27,N,3,1
23,35000,ALUGADA,2.0,RENEGOCIACAO,B,22250,12.69,0.64,N,3,1
25,43000,ALUGADA,9.0,REFORMA,C,22000,13.11,0.51,N,2,1
25,52000,ALUGADA,4.0,PESSOAL,B,22000,10.74,0.42,N,2,1
21,18701,FINANCIADA,0.0,PESSOAL,D,4200,14.11,0.22,S,4,1
22,57000,ALUGADA,6.0,EDUCACAO,B,22000,9.63,0.39,N,3,1
25,58000,ALUGADA,0.0,SAUDE,C,22000,14.65,0.38,N,2,1
23,60000,ALUGADA,6.0,RENEGOCIACAO,B,22000,10.25,0.37,N,4,1
24,60000,ALUGADA,3.0,LAZER,C,22000,14.26,0.37,S,2,1
25,18840,FINANCIADA,5.0,EDUCACAO,B,3000,9.91,0.16,N,2,1
26,56000,ALUGADA,7.0,SAUDE,E,22000,17.19,0.39,N,3,1
22,70000,ALUGADA,3.0,EDUCACAO,B,22000,11.36,0.31,N,4,1
23,74064,ALUGADA,3.0,RENEGOCIACAO,B,22000,10.59,0.3,N,3,0
24,76597,ALUGADA,5.0,EDUCACAO,B,22000,9.25,0.29,N,2,0
22,19000,PROPRIA,6.0,SAUDE,A,3625,8.49,0.19,N,3,1
26,77000,ALUGADA,0.0,LAZER,A,22000,6.54,0.29,N,3,0
21,19000,PROPRIA,5.0,SAUDE,A,6000,8.49,0.32,N,3,1
26,82600,ALUGADA,10.0,LAZER,B,22000,12.69,0.27,N,2,0
24,19000,PROPRIA,3.0,SAUDE,C,7400,13.85,0.39,N,2,1
25,19000,PROPRIA,3.0,RENEGOCIACAO,A,4000,7.4,0.21,N,3,1
23,84000,ALUGADA,3.0,RENEGOCIACAO,B,22000,11.71,0.26,N,4,0
25,77650,ALUGADA,8.0,PESSOAL,B,22000,11.48,0.28,N,3,1
25,82000,ALUGADA,1.0,EDUCACAO,E,22000,17.51,0.27,N,2,1
21,19012,FINANCIADA,0.0,RENEGOCIACAO,D,3500,14.61,0.18,N,3,1
23,99996,ALUGADA,3.0,RENEGOCIACAO,A,22000,7.88,0.22,N,4,0
22,19200,FINANCIADA,6.0,PESSOAL,B,4950,11.71,0.26,N,2,1
25,57000,ALUGADA,4.0,PESSOAL,B,21700,11.99,0.38,N,2,1
24,54000,ALUGADA,5.0,LAZER,C,21600,13.49,0.4,N,2,1
23,56000,ALUGADA,8.0,SAUDE,G,21600,21.21,0.39,S,4,1
26,63000,ALUGADA,2.0,RENEGOCIACAO,C,21600,14.35,0.34,S,3,1
22,82000,ALUGADA,3.0,PESSOAL,C,21600,13.61,0.26,S,3,0
22,78000,ALUGADA,6.0,RENEGOCIACAO,B,21600,11.26,0.28,N,3,1
22,19200,PROPRIA,0.0,LAZER,B,2400,10.59,0.13,N,3,0
24,112140,ALUGADA,8.0,SAUDE,A,21600,7.9,0.19,N,2,0
25,19200,PROPRIA,4.0,EDUCACAO,B,3000,11.99,0.16,N,4,1
24,59000,ALUGADA,5.0,SAUDE,D,21500,16.89,0.36,N,3,1
24,70000,ALUGADA,5.0,REFORMA,B,21500,9.99,0.31,N,3,1
24,116000,ALUGADA,5.0,EDUCACAO,D,21500,15.33,0.19,S,3,0
25,60000,ALUGADA,5.0,EDUCACAO,A,21450,7.29,0.36,N,4,1
22,31000,ALUGADA,5.0,RENEGOCIACAO,B,21250,12.42,0.69,N,3,1
25,47052,ALUGADA,5.0,LAZER,B,21250,10.99,0.45,N,2,1
25,51060,ALUGADA,9.0,LAZER,A,21250,6.91,0.42,N,2,1
22,19200,FINANCIADA,6.0,RENEGOCIACAO,C,5000,14.17,0.26,S,2,1
22,53000,ALUGADA,3.0,SAUDE,B,21250,10.25,0.4,N,3,1
24,56000,ALUGADA,8.0,LAZER,D,21250,15.95,0.38,S,3,1
24,65000,ALUGADA,4.0,EDUCACAO,D,21250,15.95,0.33,S,4,1
21,35000,ALUGADA,3.0,LAZER,B,21000,12.53,0.6,N,4,1
22,19200,FINANCIADA,6.0,REFORMA,D,1400,14.91,0.07,S,4,1
26,40000,ALUGADA,3.0,SAUDE,A,21000,6.54,0.53,N,4,1
26,42000,ALUGADA,0.0,SAUDE,F,21000,17.26,0.5,S,4,1
23,63000,ALUGADA,2.0,SAUDE,B,21000,11.36,0.33,N,2,1
26,19200,FINANCIADA,5.0,LAZER,A,4000,7.51,0.21,N,4,1
22,59000,ALUGADA,2.0,PESSOAL,B,21000,10.71,0.36,N,3,1
22,70500,ALUGADA,3.0,PESSOAL,C,21000,13.98,0.3,S,4,0
26,65219,ALUGADA,11.0,RENEGOCIACAO,D,21000,14.09,0.32,N,3,1
22,75000,ALUGADA,2.0,EDUCACAO,B,21000,10.0,0.28,N,3,0
22,19200,FINANCIADA,3.0,SAUDE,D,5000,15.33,0.26,N,3,1
25,62047,ALUGADA,9.0,SAUDE,E,21000,16.32,0.29,S,4,1
24,79000,ALUGADA,8.0,REFORMA,A,21000,7.9,0.27,N,2,0
23,80000,ALUGADA,3.0,SAUDE,B,21000,11.99,0.26,N,3,0
24,84000,ALUGADA,8.0,SAUDE,B,21000,10.75,0.25,N,4,0
26,85000,ALUGADA,3.0,REFORMA,C,21000,13.92,0.25,N,3,0
22,93000,ALUGADA,1.0,EDUCACAO,B,21000,9.91,0.23,N,3,0
26,81000,ALUGADA,10.0,EDUCACAO,E,21000,16.95,0.26,S,3,1
26,97000,ALUGADA,1.0,EDUCACAO,A,21000,7.9,0.22,N,3,0
25,100000,ALUGADA,2.0,PESSOAL,D,21000,16.49,0.21,S,3,1
26,19200,OUTROS,0.0,PESSOAL,C,7500,11.97,0.39,S,2,1
26,125000,ALUGADA,5.0,REFORMA,A,21000,8.9,0.17,N,2,0
25,125000,ALUGADA,9.0,EDUCACAO,C,21000,12.99,0.17,S,3,0
23,82000,ALUGADA,2.0,PESSOAL,B,20900,12.69,0.25,N,2,0
21,19500,FINANCIADA,0.0,EDUCACAO,B,15000,9.64,0.77,N,2,1
26,50000,ALUGADA,7.0,LAZER,A,20500,7.49,0.41,N,3,1
23,70000,ALUGADA,2.0,EDUCACAO,C,20500,13.16,0.29,S,3,0
22,19800,PROPRIA,1.0,EDUCACAO,A,2100,8.38,0.11,N,4,0
123,80004,ALUGADA,2.0,EDUCACAO,B,20400,10.25,0.25,N,3,0
23,54000,ALUGADA,7.0,PESSOAL,A,20375,7.49,0.38,N,2,1
26,26000,ALUGADA,10.0,EDUCACAO,B,20050,9.76,0.77,N,2,1
24,33000,ALUGADA,1.0,RENEGOCIACAO,B,20000,10.99,0.61,N,3,1
23,20000,PROPRIA,0.0,PESSOAL,B,5000,11.71,0.25,N,4,0
22,20000,PROPRIA,6.0,PESSOAL,B,9250,10.65,0.46,N,4,0
24,35364,ALUGADA,1.0,SAUDE,B,20000,12.53,0.57,N,4,1
25,38000,ALUGADA,4.0,SAUDE,D,20000,14.59,0.53,N,4,1
23,32000,ALUGADA,3.0,RENEGOCIACAO,D,20000,12.61,0.63,N,4,1
25,38004,ALUGADA,6.0,SAUDE,C,20000,13.11,0.53,N,2,1
23,20000,FINANCIADA,2.0,SAUDE,B,6400,10.65,0.32,N,4,0
25,38556,ALUGADA,9.0,PESSOAL,C,20000,11.22,0.52,S,4,1
23,32900,ALUGADA,1.0,EDUCACAO,D,20000,16.0,0.61,N,2,1
25,34000,ALUGADA,10.0,REFORMA,B,20000,8.88,0.59,N,4,1
24,40000,ALUGADA,4.0,PESSOAL,B,20000,12.53,0.5,N,3,1
26,20000,FINANCIADA,5.0,SAUDE,A,4800,5.99,0.24,N,3,0
25,42000,ALUGADA,2.0,EDUCACAO,C,20000,13.47,0.48,N,4,1
22,42224,ALUGADA,7.0,LAZER,A,20000,6.99,0.47,N,4,1
25,20000,PROPRIA,0.0,PESSOAL,D,5650,15.99,0.28,S,2,0
22,37212,ALUGADA,6.0,RENEGOCIACAO,E,20000,16.69,0.54,N,3,1
25,38000,ALUGADA,9.0,SAUDE,B,20000,11.11,0.53,N,4,1
22,45000,ALUGADA,0.0,EDUCACAO,A,20000,7.9,0.44,N,4,1
23,45000,ALUGADA,4.0,PESSOAL,B,20000,10.25,0.44,N,2,1
23,20000,PROPRIA,7.0,SAUDE,A,1200,7.49,0.06,N,3,0
22,45000,ALUGADA,1.0,RENEGOCIACAO,C,20000,13.92,0.44,S,3,1
24,39000,ALUGADA,5.0,SAUDE,D,20000,14.74,0.51,N,2,1
24,46500,ALUGADA,5.0,EDUCACAO,B,20000,10.62,0.43,N,2,1
22,48000,ALUGADA,7.0,LAZER,B,20000,10.65,0.42,N,3,1
22,42000,ALUGADA,1.0,PESSOAL,D,20000,12.99,0.48,N,3,1
22,48500,ALUGADA,1.0,LAZER,B,20000,11.36,0.41,N,4,1
22,20000,PROPRIA,3.0,EDUCACAO,A,7500,5.79,0.38,N,4,0
23,49400,ALUGADA,0.0,EDUCACAO,A,20000,6.54,0.4,N,4,1
25,20000,FINANCIADA,1.0,LAZER,A,4000,5.79,0.2,N,2,0
25,50000,ALUGADA,10.0,RENEGOCIACAO,A,20000,7.49,0.4,N,3,1
25,50000,ALUGADA,9.0,EDUCACAO,C,20000,13.43,0.4,N,2,1
22,50000,ALUGADA,6.0,RENEGOCIACAO,C,20000,13.22,0.4,N,2,1
22,20000,PROPRIA,1.0,LAZER,C,5000,14.72,0.25,N,3,0
22,44000,ALUGADA,2.0,EDUCACAO,E,20000,15.68,0.45,N,4,1
25,50950,ALUGADA,5.0,REFORMA,B,20000,11.48,0.39,N,3,1
24,51000,ALUGADA,8.0,LAZER,B,20000,10.38,0.39,N,3,1
22,51000,ALUGADA,5.0,EDUCACAO,B,20000,12.53,0.39,N,3,1
22,51000,ALUGADA,0.0,EDUCACAO,C,20000,13.47,0.39,N,2,1
24,51500,ALUGADA,6.0,LAZER,B,20000,12.21,0.39,N,4,1
25,51996,ALUGADA,9.0,LAZER,B,20000,10.99,0.38,N,3,1
25,52000,ALUGADA,1.0,EDUCACAO,B,20000,11.36,0.38,N,4,1
22,46000,ALUGADA,2.0,RENEGOCIACAO,D,20000,16.0,0.43,S,4,1
26,20000,FINANCIADA,1.0,PESSOAL,A,1500,7.74,0.07,N,3,0
24,52000,ALUGADA,8.0,EDUCACAO,D,20000,15.65,0.38,S,2,1
25,46000,ALUGADA,9.0,RENEGOCIACAO,C,20000,11.78,0.43,S,2,1
22,47000,ALUGADA,5.0,SAUDE,D,20000,16.77,0.43,N,3,1
22,54000,ALUGADA,2.0,EDUCACAO,B,20000,9.91,0.37,N,4,1
23,48000,ALUGADA,7.0,SAUDE,D,20000,15.65,0.42,N,4,1
23,48000,ALUGADA,0.0,SAUDE,D,20000,14.96,0.42,N,3,1
23,54000,ALUGADA,1.0,LAZER,B,20000,11.83,0.37,N,4,1
24,48912,ALUGADA,0.0,SAUDE,C,20000,11.66,0.41,N,4,1
26,54996,ALUGADA,8.0,EDUCACAO,B,20000,12.18,0.36,N,4,1
24,55000,ALUGADA,8.0,REFORMA,A,20000,6.91,0.36,N,2,1
25,55000,ALUGADA,3.0,RENEGOCIACAO,A,20000,6.91,0.36,N,3,1
26,49000,ALUGADA,0.0,REFORMA,F,20000,19.79,0.41,N,3,1
25,55000,ALUGADA,0.0,LAZER,B,20000,9.88,0.36,N,4,1
22,20000,FINANCIADA,0.0,PESSOAL,B,16600,9.76,0.83,N,3,0
23,55000,ALUGADA,5.0,RENEGOCIACAO,B,20000,12.53,0.36,N,2,1
23,20004,FINANCIADA,6.0,PESSOAL,A,7125,6.99,0.36,N,2,0
23,57000,ALUGADA,3.0,EDUCACAO,D,20000,16.89,0.35,N,2,1
22,51012,ALUGADA,1.0,PESSOAL,D,20000,17.49,0.39,S,4,1
23,20004,FINANCIADA,2.0,EDUCACAO,E,2500,16.82,0.12,S,2,0
22,58000,ALUGADA,0.0,RENEGOCIACAO,C,20000,13.11,0.34,N,2,1
23,58800,ALUGADA,7.0,RENEGOCIACAO,A,20000,7.66,0.34,N,3,1
26,59000,ALUGADA,10.0,SAUDE,A,20000,6.17,0.34,N,3,1
26,53000,ALUGADA,1.0,PESSOAL,E,20000,16.35,0.38,S,4,1
23,60000,ALUGADA,7.0,SAUDE,A,20000,7.9,0.33,N,2,1
24,54000,ALUGADA,2.0,LAZER,D,20000,16.49,0.37,N,2,1
26,20280,FINANCIADA,5.0,REFORMA,A,7000,8.0,0.35,N,2,0
24,60000,ALUGADA,0.0,PESSOAL,B,20000,10.99,0.33,N,2,1
24,20352,PROPRIA,3.0,LAZER,A,7750,6.91,0.38,N,3,0
25,54000,ALUGADA,6.0,PESSOAL,B,20000,8.88,0.37,N,3,1
23,54000,ALUGADA,6.0,RENEGOCIACAO,D,20000,14.84,0.37,S,3,1
23,54000,ALUGADA,2.0,PESSOAL,B,20000,11.12,0.37,N,2,1
22,60000,ALUGADA,4.0,EDUCACAO,A,20000,7.88,0.33,N,3,1
22,20400,FINANCIADA,6.0,EDUCACAO,D,6000,15.99,0.29,S,4,0
24,20400,FINANCIADA,5.0,RENEGOCIACAO,B,5500,10.99,0.27,N,4,0
25,54000,ALUGADA,1.0,PESSOAL,D,20000,15.65,0.37,S,3,1
24,54000,ALUGADA,1.0,PESSOAL,E,20000,17.04,0.37,S,3,1
23,60000,ALUGADA,3.0,EDUCACAO,B,20000,12.21,0.33,N,2,1
21,20400,PROPRIA,2.0,EDUCACAO,C,1275,15.23,0.06,S,3,0
25,54000,ALUGADA,1.0,RENEGOCIACAO,D,20000,14.11,0.37,N,4,1
24,60000,ALUGADA,0.0,PESSOAL,B,20000,11.14,0.33,N,2,1
21,20400,PROPRIA,5.0,SAUDE,B,2400,11.49,0.12,N,4,0
24,60000,ALUGADA,8.0,PESSOAL,D,20000,13.87,0.33,N,4,1
26,60000,ALUGADA,3.0,REFORMA,B,20000,10.08,0.33,N,4,1
23,54504,ALUGADA,1.0,PESSOAL,E,20000,16.7,0.37,S,4,1
24,55000,ALUGADA,2.0,LAZER,E,20000,18.64,0.36,N,2,1
24,61000,ALUGADA,2.0,REFORMA,B,20000,12.18,0.33,N,4,1
25,62000,ALUGADA,3.0,SAUDE,A,20000,6.54,0.32,N,3,1
24,56000,ALUGADA,3.0,EDUCACAO,D,20000,14.61,0.36,S,4,1
21,56000,ALUGADA,4.0,LAZER,E,20000,17.39,0.36,S,3,1
24,62400,ALUGADA,8.0,REFORMA,B,20000,11.12,0.32,N,2,1
25,62400,ALUGADA,7.0,LAZER,B,20000,11.48,0.32,N,2,1
25,63000,ALUGADA,3.0,SAUDE,B,20000,12.42,0.32,N,3,1
26,58000,ALUGADA,0.0,RENEGOCIACAO,B,20000,10.25,0.34,N,2,1
23,65000,ALUGADA,0.0,SAUDE,B,20000,10.65,0.31,N,3,1
24,20800,PROPRIA,0.0,PESSOAL,D,5000,16.29,0.24,S,3,0
23,65000,ALUGADA,0.0,SAUDE,B,20000,10.37,0.31,N,2,1
23,65000,ALUGADA,7.0,LAZER,B,20000,11.49,0.31,N,3,1
25,20868,PROPRIA,0.0,LAZER,C,5375,13.49,0.26,S,2,0
23,59000,ALUGADA,7.0,EDUCACAO,C,20000,12.29,0.34,N,4,1
21,21000,FINANCIADA,5.0,RENEGOCIACAO,D,3500,17.27,0.17,S,2,1
26,65004,ALUGADA,7.0,RENEGOCIACAO,B,20000,11.99,0.31,N,2,1
25,59004,ALUGADA,1.0,PESSOAL,D,20000,14.84,0.34,S,2,1
23,59004,ALUGADA,5.0,RENEGOCIACAO,B,20000,10.83,0.34,N,2,1
23,65500,ALUGADA,2.0,RENEGOCIACAO,C,20000,13.22,0.31,N,2,1
22,66996,ALUGADA,3.0,EDUCACAO,B,20000,12.18,0.3,N,2,0
23,67000,ALUGADA,0.0,SAUDE,B,20000,11.11,0.3,N,2,0
24,67000,ALUGADA,5.0,REFORMA,C,20000,13.48,0.3,S,2,0
26,68000,ALUGADA,10.0,EDUCACAO,B,20000,10.75,0.29,N,4,0
25,68000,ALUGADA,4.0,PESSOAL,C,20000,12.53,0.29,S,4,0
24,62400,ALUGADA,4.0,RENEGOCIACAO,D,20000,14.84,0.32,N,4,1
23,69500,ALUGADA,3.0,LAZER,E,20000,17.74,0.29,S,2,0
25,70000,ALUGADA,5.0,REFORMA,B,20000,9.99,0.29,N,2,0
22,70000,ALUGADA,2.0,PESSOAL,A,20000,6.91,0.29,N,4,0
25,71004,ALUGADA,9.0,PESSOAL,D,20000,14.09,0.28,N,2,0
22,21000,FINANCIADA,4.0,RENEGOCIACAO,B,3000,11.49,0.14,N,3,0
23,71004,ALUGADA,8.0,EDUCACAO,D,20000,14.09,0.28,N,3,0
23,55392,ALUGADA,3.0,SAUDE,D,20000,15.2,0.31,S,4,1
24,72000,ALUGADA,5.0,SAUDE,B,20000,11.83,0.28,N,2,0
24,21000,OUTROS,4.0,PESSOAL,B,6000,12.21,0.29,N,2,0
23,66000,ALUGADA,1.0,LAZER,D,20000,14.11,0.3,N,3,1
22,66000,ALUGADA,3.0,RENEGOCIACAO,D,20000,14.42,0.3,N,2,1
24,72000,ALUGADA,4.0,REFORMA,D,20000,14.74,0.28,S,3,0
24,74000,ALUGADA,0.0,REFORMA,B,20000,12.69,0.27,N,3,0
22,21120,FINANCIADA,3.0,RENEGOCIACAO,D,1625,16.89,0.08,S,3,1
25,21221,FINANCIADA,4.0,LAZER,B,8500,9.63,0.4,N,4,0
24,75000,ALUGADA,4.0,REFORMA,B,20000,8.88,0.27,N,3,0
26,75000,ALUGADA,5.0,SAUDE,A,20000,6.91,0.27,N,4,0
25,75000,ALUGADA,0.0,PESSOAL,B,20000,10.38,0.27,N,3,0
22,69000,ALUGADA,6.0,RENEGOCIACAO,B,20000,10.99,0.29,N,4,1
26,21600,PROPRIA,5.0,EDUCACAO,B,5200,12.42,0.24,N,3,0
24,69000,ALUGADA,0.0,REFORMA,E,20000,14.82,0.29,N,4,1
23,75600,ALUGADA,3.0,PESSOAL,E,20000,16.32,0.26,S,3,0
23,59497,ALUGADA,0.0,SAUDE,E,20000,16.0,0.29,N,3,1
23,76000,ALUGADA,7.0,SAUDE,B,20000,10.37,0.26,N,3,0
26,70000,ALUGADA,7.0,RENEGOCIACAO,C,20000,13.16,0.29,N,3,1
24,70000,ALUGADA,8.0,LAZER,E,20000,14.88,0.29,N,4,1
22,77004,ALUGADA,6.0,RENEGOCIACAO,C,20000,13.98,0.26,N,4,0
26,71004,ALUGADA,0.0,REFORMA,D,20000,13.36,0.28,S,2,1
24,21600,FINANCIADA,8.0,SAUDE,A,8000,5.42,0.37,N,2,0
